                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     38,                0.91784,                0.73137,                 1.1774,                      0,                      0,                      0,                      0,                      0,                 162.25,                      0,              0.0012674,              0.0012674,              0.0012674
                     39,                0.88992,                0.76161,                 1.1836,                      0,                      0,                      0,                      0,                      0,                 176.31,                      0,              0.0012476,              0.0012476,              0.0012476
                     40,                0.86622,                0.70749,                 1.1735,                      0,                      0,                      0,                      0,                      0,                 129.09,                      0,              0.0012278,              0.0012278,              0.0012278
                     41,                 0.9296,                0.70791,                 1.1824,                      0,                      0,                      0,                      0,                      0,                  107.1,                      0,               0.001208,               0.001208,               0.001208
                     42,                0.92716,                0.78629,                 1.2618,                      0,                      0,                      0,                      0,                      0,                  103.2,                      0,              0.0011882,              0.0011882,              0.0011882
                     43,                0.87946,                0.67733,                 1.1707,                      0,                      0,                      0,                      0,                      0,                 114.06,                      0,              0.0011684,              0.0011684,              0.0011684
                     44,                0.91929,                0.70208,                 1.2035,                      0,                      0,                      0,                      0,                      0,                 142.72,                      0,              0.0011486,              0.0011486,              0.0011486
                     45,                0.86153,                0.65645,                 1.1692,                      0,                      0,                      0,                      0,                      0,                 150.01,                      0,              0.0011288,              0.0011288,              0.0011288
                     46,                0.86007,                0.66872,                 1.1733,                      0,                      0,                      0,                      0,                      0,                 152.86,                      0,               0.001109,               0.001109,               0.001109
                     47,                 0.8626,                0.63411,                 1.1739,                      0,                      0,                      0,                      0,                      0,                 162.99,                      0,              0.0010892,              0.0010892,              0.0010892
                     48,                0.85223,                0.63099,                 1.1539,                      0,                      0,                      0,                      0,                      0,                 148.79,                      0,              0.0010694,              0.0010694,              0.0010694
                     49,                0.85777,                0.63642,                 1.1599,                      0,                      0,                      0,                      0,                      0,                 125.53,                      0,              0.0010496,              0.0010496,              0.0010496
                     50,                0.85879,                0.62468,                  1.157,                      0,                      0,                      0,                      0,                      0,                 96.849,                      0,              0.0010298,              0.0010298,              0.0010298
                     51,                0.80905,                0.59622,                 1.1565,                      0,                      0,                      0,                      0,                      0,                 89.145,                      0,                0.00101,                0.00101,                0.00101
                     52,                0.72376,                0.55239,                 1.0817,                      0,                      0,                      0,                      0,                      0,                 86.273,                      0,              0.0009902,              0.0009902,              0.0009902
                     53,                0.76979,                0.56429,                 1.1093,                      0,                      0,                      0,                      0,                      0,                  88.17,                      0,              0.0009704,              0.0009704,              0.0009704
                     54,                0.84624,                0.66685,                 1.1917,                      0,                      0,                      0,                      0,                      0,                 96.731,                      0,              0.0009506,              0.0009506,              0.0009506
                     55,                0.73016,                0.54501,                 1.1101,                      0,                      0,                      0,                      0,                      0,                 97.408,                      0,              0.0009308,              0.0009308,              0.0009308
                     56,                0.75714,                0.57683,                 1.0803,                      0,                      0,                      0,                      0,                      0,                 88.538,                      0,               0.000911,               0.000911,               0.000911
                     57,                0.84744,                0.57928,                 1.1636,                      0,                      0,                      0,                      0,                      0,                  85.72,                      0,              0.0008912,              0.0008912,              0.0008912
                     58,                 0.7862,                0.56694,                 1.1141,                      0,                      0,                      0,                      0,                      0,                 82.501,                      0,              0.0008714,              0.0008714,              0.0008714
                     59,                0.80033,                0.54859,                 1.1482,                      0,                      0,                      0,                      0,                      0,                 81.959,                      0,              0.0008516,              0.0008516,              0.0008516
                     60,                0.80725,                0.55336,                 1.1475,                      0,                      0,                      0,                      0,                      0,                 91.715,                      0,              0.0008318,              0.0008318,              0.0008318
                     61,                0.70632,                0.50999,                  1.085,                      0,                      0,                      0,                      0,                      0,                 105.62,                      0,               0.000812,               0.000812,               0.000812
                     62,                0.78013,                0.56508,                 1.1188,                      0,                      0,                      0,                      0,                      0,                 123.44,                      0,              0.0007922,              0.0007922,              0.0007922
                     63,                0.68346,                0.50067,                 1.0477,                      0,                      0,                      0,                      0,                      0,                 129.59,                      0,              0.0007724,              0.0007724,              0.0007724
                     64,                0.68782,                0.52599,                 1.0999,                      0,                      0,                      0,                      0,                      0,                 141.52,                      0,              0.0007526,              0.0007526,              0.0007526
                     65,                0.73474,                0.48891,                 1.0974,                      0,                      0,                      0,                      0,                      0,                 148.56,                      0,              0.0007328,              0.0007328,              0.0007328
                     66,                0.69672,                0.49392,                 1.0554,                      0,                      0,                      0,                      0,                      0,                 170.49,                      0,               0.000713,               0.000713,               0.000713
                     67,                 0.6843,                0.46981,                 1.0608,                      0,                      0,                      0,                      0,                      0,                 186.35,                      0,              0.0006932,              0.0006932,              0.0006932
                     68,                0.67707,                0.46701,                 1.0667,                      0,                      0,                      0,                      0,                      0,                  192.7,                      0,              0.0006734,              0.0006734,              0.0006734
                     69,                0.76359,                0.50274,                 1.1026,                      0,                      0,                      0,                      0,                      0,                 182.93,                      0,              0.0006536,              0.0006536,              0.0006536
                     70,                0.68863,                0.49339,                 1.0854,                      0,                      0,                      0,                      0,                      0,                 156.22,                      0,              0.0006338,              0.0006338,              0.0006338
                     71,                0.63898,                 0.4622,                 1.0398,                      0,                      0,                      0,                      0,                      0,                 156.26,                      0,               0.000614,               0.000614,               0.000614
                     72,                0.68257,                0.49893,                 1.0965,                      0,                      0,                      0,                      0,                      0,                 158.35,                      0,              0.0005942,              0.0005942,              0.0005942
                     73,                0.69465,                 0.4898,                 1.0809,                      0,                      0,                      0,                      0,                      0,                 153.14,                      0,              0.0005744,              0.0005744,              0.0005744
                     74,                0.62784,                0.44919,                 1.0345,                      0,                      0,                      0,                      0,                      0,                 146.72,                      0,              0.0005546,              0.0005546,              0.0005546
                     75,                0.66345,                0.47153,                 1.0503,                      0,                      0,                      0,                      0,                      0,                 152.11,                      0,              0.0005348,              0.0005348,              0.0005348
                     76,                0.65126,                 0.4563,                 1.0082,                      0,                      0,                      0,                      0,                      0,                 170.94,                      0,               0.000515,               0.000515,               0.000515
                     77,                0.60884,                0.43696,                 1.0066,                      0,                      0,                      0,                      0,                      0,                 185.02,                      0,              0.0004952,              0.0004952,              0.0004952
                     78,                  0.611,                0.43482,                 1.0247,                      0,                      0,                      0,                      0,                      0,                 207.52,                      0,              0.0004754,              0.0004754,              0.0004754
                     79,                0.58022,                0.43573,                 1.0479,                      0,                      0,                      0,                      0,                      0,                 210.23,                      0,              0.0004556,              0.0004556,              0.0004556
                     80,                0.56184,                0.42098,                  1.015,                      0,                      0,                      0,                      0,                      0,                  204.1,                      0,              0.0004358,              0.0004358,              0.0004358
                     81,                0.60966,                0.43958,                 1.0345,                      0,                      0,                      0,                      0,                      0,                 196.04,                      0,               0.000416,               0.000416,               0.000416
                     82,                 0.5961,                0.43401,                 1.0307,                      0,                      0,                      0,                      0,                      0,                 180.31,                      0,              0.0003962,              0.0003962,              0.0003962
                     83,                0.62726,                0.45904,                  1.059,                      0,                      0,                      0,                      0,                      0,                 171.16,                      0,              0.0003764,              0.0003764,              0.0003764
                     84,                0.61732,                0.42628,                 1.0362,                      0,                      0,                      0,                      0,                      0,                 156.49,                      0,              0.0003566,              0.0003566,              0.0003566
                     85,                0.59659,                0.44599,                 1.0364,                      0,                      0,                      0,                      0,                      0,                 154.21,                      0,              0.0003368,              0.0003368,              0.0003368
                     86,                0.59332,                0.43615,                 1.0381,                      0,                      0,                      0,                      0,                      0,                 153.39,                      0,               0.000317,               0.000317,               0.000317
                     87,                0.62153,                0.42652,                 1.0641,                      0,                      0,                      0,                      0,                      0,                 154.77,                      0,              0.0002972,              0.0002972,              0.0002972
                     88,                0.58727,                 0.4238,                 1.0283,                      0,                      0,                      0,                      0,                      0,                 160.58,                      0,              0.0002774,              0.0002774,              0.0002774
                     89,                0.57411,                0.43153,                 1.0532,                      0,                      0,                      0,                      0,                      0,                 164.88,                      0,              0.0002576,              0.0002576,              0.0002576
                     90,                 0.5405,                0.40134,                 1.0078,                      0,                      0,                      0,                      0,                      0,                 167.67,                      0,              0.0002378,              0.0002378,              0.0002378
                     91,                0.49393,                0.55203,                 1.0311,                      0,                      0,                      0,                      0,                      0,                 165.77,                      0,               0.000218,               0.000218,               0.000218
                     92,                0.49648,                0.46253,                0.98272,                      0,                      0,                      0,                      0,                      0,                 150.57,                      0,              0.0001982,              0.0001982,              0.0001982
                     93,                 0.4549,                0.40906,                 0.9552,                      0,                      0,                      0,                      0,                      0,                 136.69,                      0,              0.0001784,              0.0001784,              0.0001784
                     94,                 0.4835,                 0.4428,                0.98851,                      0,                      0,                      0,                      0,                      0,                 119.11,                      0,              0.0001586,              0.0001586,              0.0001586
                     95,                0.45624,                0.40994,                0.93351,                      0,                      0,                      0,                      0,                      0,                 117.71,                      0,              0.0001388,              0.0001388,              0.0001388
                     96,                0.41885,                 0.3953,                0.95394,                      0,                      0,                      0,                      0,                      0,                 127.47,                      0,               0.000119,               0.000119,               0.000119
                     97,                0.42971,                0.38764,                0.93241,                      0,                      0,                      0,                      0,                      0,                 136.15,                      0,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.37694,                0.37916,                0.92174,                      0,                      0,                      0,                      0,                      0,                    155,                      0,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.39801,                0.35887,                0.93471,                      0,                      0,                      0,                      0,                      0,                 162.59,                      0,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                 0.4538,                0.38287,                0.93385,                      0,                      0,                      0,                      0,                      0,                 171.78,                      0,               3.98e-05,               3.98e-05,               3.98e-05
