59140.05531807894,0.5
1203529.411764706,0.5
110635.49555482385,0.5
5873609.623465436,0.5
915122.6448631354,0.25
3517480.8037902303,0.55
1447539.8865917658,3
1132909.1357889252,1
1047247.4460839954,0.25
3522.4345534056197,0.25
1167291.1202697642,0.25
1808885.9276922538,0.5
2136549.8812351543,0.5
1740824.9569670826,2
586582.0838139178,0.25
1187805.9252898241,1
429948.8677867056,0.25
397408.0007651658,0.25
723313.1551749596,0.5
917712.631510726,0.5
3788275.367515239,0.5
2145105.542525614,1
660417.3777366034,1
1104484.7786420821,2
